"ensembl_gene_id","mgi_symbol","hg_ensembl_gene_id","hgnc_symbol","description","max_cat","t50_cat","group_1","group_2","avg_max","avg_min","avg_fc","avg_t50","H3K27me3_bin","H3K27me3","H3K4me3_bin","H3K4me3"
"ENSMUSG00000026305","Lrrfip1","ENSG00000124831","LRRFIP1","leucine rich repeat (in FLII) interacting protein 1 [Source:MGI Symbol;Acc:MGI:1342770]","unchanged","Mid","Cell cycle","Cell cycle",19,6,0.2709122,10.99661,1,0.4044897797858,1,0.658195432777254
"ENSMUSG00000032497","Lrrfip2","ENSG00000093167","LRRFIP2","leucine rich repeat (in FLII) interacting protein 2 [Source:MGI Symbol;Acc:MGI:1918518]","unchanged","Mid","Cell cycle","Cell cycle",1,28,0.6114514,10.75545,0,0.164448616720727,1,0.726916788513233
"ENSMUSG00000034761","Map4k5","ENSG00000012983","MAP4K5","mitogen-activated protein kinase kinase kinase kinase 5 [Source:MGI Symbol;Acc:MGI:1925503]","unchanged","Mid","Cell cycle","Cell cycle",19,1,0.6193697,8.59914,0,0.200808413157351,1,0.755212073435152
"ENSMUSG00000027763","Mbnl1","ENSG00000152601","MBNL1","muscleblind-like 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1928482]","P14_P56","Mid","Cell cycle","Cell cycle",63,1,2.066956,6.999162,0,0.198029562156927,1,0.764294277719088
"ENSMUSG00000041607","Mbp","ENSG00000197971","MBP","myelin basic protein [Source:MGI Symbol;Acc:MGI:96925]","P14_P56","Mid","Cell cycle","Cell cycle",25,1,5.776427,7.981499,1,0.320703605629727,1,0.751748884890001
"ENSMUSG00000027684","Mecom","ENSG00000085276","MECOM","MDS1 and EVI1 complex locus [Source:MGI Symbol;Acc:MGI:95457]","P14_P56","Early","Cell cycle","Cell cycle",21,1,1.859774,5.987634,1,0.635908504450125,1,0.755116574290221
"ENSMUSG00000027080","Med19","ENSG00000156603","MED19","mediator of RNA polymerase II transcription, subunit 19 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1914234]","unchanged","Mid","Cell cycle","Cell cycle",1,63,0.991355,6.730841,0,0.185886169012513,1,0.713343918897978
"ENSMUSG00000009376","Met","ENSG00000105976","MET","met proto-oncogene [Source:MGI Symbol;Acc:MGI:96969]","unexpressed","Early","Cell cycle","Cell cycle",8,1,0.8025918,4.939179,1,0.372809171464814,1,0.631552979315556
"ENSMUSG00000033943","Mga","ENSG00000174197","MGA","MAX gene associated [Source:MGI Symbol;Acc:MGI:1352483]","unchanged","Mid","Cell cycle","Cell cycle",22,1,1.294285,6.883894,0,0.207529361901304,1,0.634998125863388
"ENSMUSG00000043998","Mgat2","ENSG00000168282","MGAT2","mannoside acetylglucosaminyltransferase 2 [Source:MGI Symbol;Acc:MGI:2384966]","unchanged","Mid","Cell cycle","Cell cycle",1,63,0.411213,9.319963,0,0.19468968764675,1,0.771545061659712
"ENSMUSG00000008540","Mgst1","ENSG00000008394","MGST1","microsomal glutathione S-transferase 1 [Source:MGI Symbol;Acc:MGI:1913850]","unchanged","Mid","Cell cycle","Cell cycle",6,25,1.13255355163373,16.1525280337394,0,0.226452564199287,1,0.578798568941259
"ENSMUSG00000035299","Mid1","ENSG00000101871","MID1","midline 1 [Source:MGI Symbol;Acc:MGI:1100537]","unchanged","Mid","Cell cycle","Cell cycle",1,28,1.768731,7.564852,1,0.620708491954371,1,1
"ENSMUSG00000038056","Mll3","ENSG00000055609","KMT2C","myeloid/lymphoid or mixed-lineage leukemia 3 [Source:MGI Symbol;Acc:MGI:2444959]","P14_P56","Mid","Cell cycle","Cell cycle",25,1,1.486005,13.73648,0,0.226826795088889,1,0.867202945952013
"ENSMUSG00000024212","Mllt1","ENSG00000130382","MLLT1","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1 [Source:MGI Symbol;Acc:MGI:1927238]","E15","Mid","Cell cycle","Cell cycle",1,28,1.647183,10.90735,0,0.195809715744479,1,0.746138487480278
"ENSMUSG00000002227","Mov10","ENSG00000155363","MOV10","Moloney leukemia virus 10 [Source:MGI Symbol;Acc:MGI:97054]","P14_P56","Early","Cell cycle","Cell cycle",21,1,1.457178,5.510434,0,0.164972554338305,1,0.684357514073752
"ENSMUSG00000038126","Mphosph9","ENSG00000051825","MPHOSPH9",NA,"P14_P56","Mid","Cell cycle","Cell cycle",63,1,1.914122,6.324263,0,0.15452115302503,0,0.32208362744072
"ENSMUSG00000031402","Mpp1","ENSG00000130830","MPP1","membrane protein, palmitoylated [Source:MGI Symbol;Acc:MGI:105941]","unchanged","Early","Cell cycle","Cell cycle",19,1,0.860248,5.819773,0,0.182952743321974,1,0.577701086767754
"ENSMUSG00000030380","Mzf1","ENSG00000099326","MZF1","myeloid zinc finger 1 [Source:MGI Symbol;Acc:MGI:107457]","unchanged","Mid","Cell cycle","Cell cycle",21,1,1.05367,7.247432,0,0.152129902404931,1,0.602692659438907
"ENSMUSG00000020572","Nampt","ENSG00000105835","NAMPT","nicotinamide phosphoribosyltransferase [Source:MGI Symbol;Acc:MGI:1929865]","unchanged","Mid","Cell cycle","Cell cycle",14,1,0.7489156,6.617163,0,0.172584181226117,1,0.738344174414508
"ENSMUSG00000038369","Ncoa6","ENSG00000198646","NCOA6","nuclear receptor coactivator 6 [Source:MGI Symbol;Acc:MGI:1929915]","unchanged","Mid","Cell cycle","Cell cycle",14,6,0.666939,10.64265,0,0.225076129772796,1,0.763961827682839
"ENSMUSG00000018501","Ncor1","ENSG00000141027","NCOR1","nuclear receptor co-repressor 1 [Source:MGI Symbol;Acc:MGI:1349717]","unchanged","Mid","Cell cycle","Cell cycle",22,1,0.569640929132053,11.4199454906574,0,0.231733969797188,1,0.821751194573217
"ENSMUSG00000020396","Nefh","ENSG00000100285","NEFH","neurofilament, heavy polypeptide [Source:MGI Symbol;Acc:MGI:97309]","P14_P56","Mid","Cell cycle","Cell cycle",63,6,3.735083,11.6857,1,0.592883650337376,1,0.67629362765091
"ENSMUSG00000041377","Ninj2","ENSG00000171840","NINJ2","ninjurin 2 [Source:MGI Symbol;Acc:MGI:1352751]","P14_P56","Mid","Cell cycle","Cell cycle",21,1,3.482375,16.08183,0,0.146268442567741,0,0.232751200344412
"ENSMUSG00000020692","Nle1","ENSG00000073536","NLE1","notchless homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:2429770]","unchanged","Mid","Cell cycle","Cell cycle",1,25,0.8261406,10.07139,1,0.289489842047715,1,0.655329562922683
"ENSMUSG00000074151","Nlrc5","ENSG00000140853","NLRC5",NA,"unchanged","Mid","Cell cycle","Cell cycle",1,14,1.561018,7.652902,0,0.202903842674508,0,0.319832580406987
"ENSMUSG00000024177","Nme4","ENSG00000103202","NME4","non-metastatic cells 4, protein expressed in [Source:MGI Symbol;Acc:MGI:1931148]","E15","Mid","Cell cycle","Cell cycle",1,28,2.249945,16.71061,0,0.162504232400601,1,0.584586243878518
"ENSMUSG00000025869","Nop16","ENSG00000048162","NOP16","NOP16 nucleolar protein homolog (yeast) [Source:MGI Symbol;Acc:MGI:107862]","E15","Mid","Cell cycle","Cell cycle",1,25,1.401462,15.2447,0,0.187607709332273,1,0.733163092516199
"ENSMUSG00000027878","Notch2","ENSG00000134250","NOTCH2","Notch gene homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:97364]","P14_P56","Early","Cell cycle","Cell cycle",25,1,1.986165,5.71689,0,0.223078474589548,1,0.71887396364322
"ENSMUSG00000071078","Nr2c2ap","ENSG00000184162","NR2C2AP","nuclear receptor 2C2-associated protein [Source:MGI Symbol;Acc:MGI:1922942]","E15","Mid","Cell cycle","Cell cycle",1,28,1.116906,9.997252,0,0.133679091031282,1,0.589139947307448
"ENSMUSG00000023034","Nr4a1","ENSG00000123358","NR4A1","nuclear receptor subfamily 4, group A, member 1 [Source:MGI Symbol;Acc:MGI:1352454]","P14_P56","Mid","Cell cycle","Cell cycle",28,1,6.58475,7.650669,1,0.492219966305654,1,0.676922841578086
"ENSMUSG00000025810","Nrp1","ENSG00000099250","NRP1","neuropilin 1 [Source:MGI Symbol;Acc:MGI:106206]","P0_7","Mid","Cell cycle","Cell cycle",8,63,1.512055,15.69376,1,0.309614487750188,1,0.762365975585195
"ENSMUSG00000020029","Nudt4","ENSG00000173598","NUDT4","nudix (nucleoside diphosphate linked moiety X)-type motif 4 [Source:MGI Symbol;Acc:MGI:1918457]","unchanged","Mid","Cell cycle","Cell cycle",14,1,0.4479653,6.368015,0,0.217360245092257,1,0.784188921838475
"ENSMUSG00000049401","Ogfr","ENSG00000060491","OGFR","opioid growth factor receptor [Source:MGI Symbol;Acc:MGI:1919325]","E15","Mid","Cell cycle","Cell cycle",1,63,1.594984,8.455772,0,0.184985497959364,1,0.722715778026647
"ENSMUSG00000026525","Opn3","ENSG00000054277","OPN3","opsin 3 [Source:MGI Symbol;Acc:MGI:1338022]","unchanged","Mid","Cell cycle","Cell cycle",6,63,0.751792,16.0828,0,0.185846808670595,1,0.715221660521134
"ENSMUSG00000028587","Orc1","ENSG00000085840","ORC1","origin recognition complex, subunit 1 [Source:MGI Symbol;Acc:MGI:1328337]","P0_7","Mid","Cell cycle","Cell cycle",6,63,1.153343,17.94829,0,0.156570598847496,1,0.729359064610055
"ENSMUSG00000038150","Ormdl3","ENSG00000172057","ORMDL3","ORM1-like 3 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913862]","unchanged","Mid","Cell cycle","Cell cycle",1,22,0.7911674,6.04623,1,0.261057414697525,1,0.694495916762071
"ENSMUSG00000024725","Ostf1","ENSG00000134996","OSTF1","osteoclast stimulating factor 1 [Source:MGI Symbol;Acc:MGI:700012]","E15","Mid","Cell cycle","Cell cycle",1,25,3.153202,13.2583,1,0.252792184296824,1,0.692941470158832
"ENSMUSG00000038280","Ostm1","ENSG00000081087","OSTM1","osteopetrosis associated transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:2655574]","unchanged","Mid","Cell cycle","Cell cycle",21,14,0.6204654,17.67697,1,0.254632840026463,1,0.667236220812641
"ENSMUSG00000006675","P4htm","ENSG00000178467","P4HTM","prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum) [Source:MGI Symbol;Acc:MGI:1921693]","P14_P56","Mid","Cell cycle","Cell cycle",28,1,2.69504260154584,17.131158524415,0,0.1932980830553,1,0.655307957417234
"ENSMUSG00000025328","Padi3","ENSG00000142619","PADI3","peptidyl arginine deiminase, type III [Source:MGI Symbol;Acc:MGI:1338891]","E15","Mid","Cell cycle","Cell cycle",1,19,1.018493,7.999838,1,0.270826445501371,0,0.237893039596091
"ENSMUSG00000025451","Paip1","ENSG00000172239","PAIP1","polyadenylate binding protein-interacting protein 1 [Source:MGI Symbol;Acc:MGI:2384993]","unchanged","Mid","Cell cycle","Cell cycle",1,25,1.044984,6.172336,0,0.195945756002099,1,0.767817716319858
"ENSMUSG00000033377","Palmd","ENSG00000099260","PALMD","palmdelphin [Source:MGI Symbol;Acc:MGI:2148896]","unchanged","Mid","Cell cycle","Cell cycle",21,1,0.4989158,16.86188,0,0.224669749709959,1,0.624288854650061
"ENSMUSG00000002221","Paxip1","ENSG00000157212","PAXIP1","PAX interacting (with transcription-activation domain) protein 1 [Source:MGI Symbol;Acc:MGI:1890430]","unchanged","Mid","Cell cycle","Cell cycle",14,21,0.546087469748831,17.8762988145525,0,0.188615652655816,1,0.75079065331076
"ENSMUSG00000042613","Pbxip1","ENSG00000163346","PBXIP1","pre B cell leukemia transcription factor interacting protein 1 [Source:MGI Symbol;Acc:MGI:2441670]","P14_P56","Early","Cell cycle","Cell cycle",21,1,1.661238,5.945135,0,0.201572291220496,0,0.38408966367585
"ENSMUSG00000024805","Pcgf5","ENSG00000180628","PCGF5","polycomb group ring finger 5 [Source:MGI Symbol;Acc:MGI:1923505]","P14_P56","Mid","Cell cycle","Cell cycle",63,1,2.655502,15.68929,0,0.203936775615195,1,0.669715482449312
"ENSMUSG00000039849","Pcif1","ENSG00000100982","PCIF1","PDX1 C-terminal inhibiting factor 1 [Source:MGI Symbol;Acc:MGI:2443858]","unchanged","Early","Cell cycle","Cell cycle",1,8,0.4977645,4.852828,0,0.197421505416142,1,0.778291928735983
"ENSMUSG00000015354","Pcolce2","ENSG00000163710","PCOLCE2","procollagen C-endopeptidase enhancer 2 [Source:MGI Symbol;Acc:MGI:1923727]","unchanged","Mid","Cell cycle","Cell cycle",21,1,1.83327003569785,6.96535701440223,1,0.414940417163407,1,0.669563285645615
"ENSMUSG00000024892","Pcx","ENSG00000173599","PC","pyruvate carboxylase [Source:MGI Symbol;Acc:MGI:97520]","P14_P56","Mid","Cell cycle","Cell cycle",22,1,1.575318,7.355735,0,0.199307354972983,1,0.647810049130792
"ENSMUSG00000026078","Pdcl3","ENSG00000115539","PDCL3","phosducin-like 3 [Source:MGI Symbol;Acc:MGI:1916083]","E15","Mid","Cell cycle","Cell cycle",1,28,1.661091,14.15833,0,0.165561799446046,1,0.68719078781451
"ENSMUSG00000051007","Pddc1","ENSG00000177225","GATD1","Parkinson disease 7 domain containing 1 [Source:MGI Symbol;Acc:MGI:2387178]","E15","Mid","Cell cycle","Cell cycle",1,63,1.794149,9.071152,0,0.197563354096383,1,0.637757245073181
"ENSMUSG00000023868","Pde10a","ENSG00000112541","PDE10A","phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]","unchanged","Mid","Cell cycle","Cell cycle",63,6,0.924557,16.95131,1,0.413890048726001,1,0.705848243914536
"ENSMUSG00000026239","Pde6d","ENSG00000156973","PDE6D","phosphodiesterase 6D, cGMP-specific, rod, delta [Source:MGI Symbol;Acc:MGI:1270843]","unchanged","Early","Cell cycle","Cell cycle",1,8,1.039653,4.820509,0,0.181560233378205,1,0.702066856457286
"ENSMUSG00000063931","Pepd","ENSG00000124299","PEPD","peptidase D [Source:MGI Symbol;Acc:MGI:97542]","unchanged","Mid","Cell cycle","Cell cycle",6,25,0.7091082,13.3618,0,0.176890080136722,1,0.604766543968615
"ENSMUSG00000028102","Pex11b","ENSG00000131779","PEX11B","peroxisomal biogenesis factor 11 beta [Source:MGI Symbol;Acc:MGI:1338882]","unchanged","Mid","Cell cycle","Cell cycle",1,14,0.3900179,8.199724,0,0.230442786340558,1,0.687038358700458
"ENSMUSG00000030729","Pgm2l1","ENSG00000165434","PGM2L1","phosphoglucomutase 2-like 1 [Source:MGI Symbol;Acc:MGI:1918224]","P14_P56","Mid","Cell cycle","Cell cycle",21,1,1.11515,10.52301,0,0.183735660507409,1,0.742254454676663
"ENSMUSG00000024193","Phf1","ENSG00000112511","PHF1","PHD finger protein 1 [Source:MGI Symbol;Acc:MGI:98647]","unchanged","Early","Cell cycle","Cell cycle",1,6,0.7396553,4.5,0,0.219293256824012,1,0.614311748895822
"ENSMUSG00000026873","Phf19","ENSG00000119403","PHF19","PHD finger protein 19 [Source:MGI Symbol;Acc:MGI:1921266]","P0_7","Early","Cell cycle","Cell cycle",8,1,2.163779,5.245471,1,0.445696974489443,1,0.647587204033713
"ENSMUSG00000031381","Piga","ENSG00000165195","PIGA","phosphatidylinositol glycan anchor biosynthesis, class A [Source:MGI Symbol;Acc:MGI:99461]","unchanged","Early","Cell cycle","Cell cycle",19,1,0.6102416,4.711454,0,0.222542392417279,1,0.608368677398354
"ENSMUSG00000028698","Pik3r3","ENSG00000117461","PIK3R3","phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 3 (p55) [Source:MGI Symbol;Acc:MGI:109277]","unchanged","Mid","Cell cycle","Cell cycle",19,8,0.6636042,12.94585,0,0.226705265490646,1,0.834346631632328
"ENSMUSG00000023452","Pisd","ENSG00000241878","PISD","phosphatidylserine decarboxylase [Source:MGI Symbol;Acc:MGI:2445114]","E15","Mid","Cell cycle","Cell cycle",1,28,1.098725,6.217409,0,0.177165387954658,1,0.631534259395254
"ENSMUSG00000021506","Pitx1","ENSG00000069011","PITX1","paired-like homeodomain transcription factor 1 [Source:MGI Symbol;Acc:MGI:107374]","E15","Early","Cell cycle","Cell cycle",1,8,1.709883,5.068296,1,0.79000282687396,1,0.704547217561571
"ENSMUSG00000054065","Pkp3","ENSG00000184363","PKP3","plakophilin 3 [Source:MGI Symbol;Acc:MGI:1891830]","unchanged","Mid","Cell cycle","Cell cycle",21,6,2.275187,17.56392,0,0.211595441268296,0,0.288755207869884
"ENSMUSG00000026991","Pkp4","ENSG00000144283","PKP4","plakophilin 4 [Source:MGI Symbol;Acc:MGI:109281]","P14_P56","Mid","Cell cycle","Cell cycle",63,1,1.586964,14.06111,0,0.222885055175385,1,0.819716694002693
"ENSMUSG00000002963","Pnkp","ENSG00000039650","PNKP","polynucleotide kinase 3'- phosphatase [Source:MGI Symbol;Acc:MGI:1891698]","unchanged","Mid","Cell cycle","Cell cycle",1,25,0.527988501250323,14.4673645069782,0,0.156895976802519,1,0.633951586222739
"ENSMUSG00000032199","Polr2m","ENSG00000255529","POLR2M","polymerase (RNA) II (DNA directed) polypeptide M [Source:MGI Symbol;Acc:MGI:107282]","unchanged","Mid","Cell cycle","Cell cycle",1,28,0.715007,9.077445,0,0.220246183464955,1,0.726977905302916
"ENSMUSG00000028636","Ppcs","ENSG00000127125","PPCS","phosphopantothenoylcysteine synthetase [Source:MGI Symbol;Acc:MGI:1915237]","unchanged","Mid","Cell cycle","Cell cycle",1,14,0.4990799,11.27258,0,0.220008972491922,1,0.676913858464008
"ENSMUSG00000039220","Ppp1r10","ENSG00000204569","PPP1R10","protein phosphatase 1, regulatory subunit 10 [Source:MGI Symbol;Acc:MGI:1289273]","unchanged","Mid","Cell cycle","Cell cycle",19,6,0.3658496,11.24422,0,0.194392001440889,1,0.826813135471662
"ENSMUSG00000019907","Ppp1r12a","ENSG00000058272","PPP1R12A","protein phosphatase 1, regulatory (inhibitor) subunit 12A [Source:MGI Symbol;Acc:MGI:1309528]","unchanged","Mid","Cell cycle","Cell cycle",14,1,0.7798254,7.323368,0,0.187451347374193,1,0.809406559373708
"ENSMUSG00000067279","Ppp1r3c","ENSG00000119938","PPP1R3C","protein phosphatase 1, regulatory (inhibitor) subunit 3C [Source:MGI Symbol;Acc:MGI:1858229]","P14_P56","Mid","Cell cycle","Cell cycle",63,1,2.506231,6.947708,1,0.343464290435316,1,0.549938387075194
"ENSMUSG00000026626","Ppp2r5a","ENSG00000066027","PPP2R5A","protein phosphatase 2, regulatory subunit B (B56), alpha isoform [Source:MGI Symbol;Acc:MGI:2388479]","P14_P56","Mid","Cell cycle","Cell cycle",63,1,2.417946,14.9215,0,0.259362572462132,1,0.761521812306587
"ENSMUSG00000031145","Prickle3","ENSG00000012211","PRICKLE3","prickle homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:1859635]","P14_P56","Mid","Cell cycle","Cell cycle",21,1,2.407704,7.381745,1,0.346567876892622,0,0.343977666226773
"ENSMUSG00000023110","Prmt5","ENSG00000100462","PRMT5",NA,"E15","Mid","Cell cycle","Cell cycle",1,21,1.201879,6.292352,0,0.158322653105248,0,0.346896102870596
"ENSMUSG00000030822","Prr14","ENSG00000156858","PRR14","proline rich 14 [Source:MGI Symbol;Acc:MGI:2384565]","unchanged","Early","Cell cycle","Cell cycle",1,8,0.5820337,5.196346,0,0.18736838634224,1,0.749211033327597
"ENSMUSG00000030465","Psd3","ENSG00000156011","PSD3","pleckstrin and Sec7 domain containing 3 [Source:MGI Symbol;Acc:MGI:1918215]","unchanged","Mid","Cell cycle","Cell cycle",21,1,1.235701,10.66614,0,0.188745926843505,1,0.619701512744533
"ENSMUSG00000019303","Psmc3ip","ENSG00000131470","PSMC3IP","proteasome (prosome, macropain) 26S subunit, ATPase 3, interacting protein [Source:MGI Symbol;Acc:MGI:1098610]","unchanged","Mid","Cell cycle","Cell cycle",14,21,0.910237,17.91431,0,0.160245647851984,1,0.670411280692231
"ENSMUSG00000062300","Pvrl2","ENSG00000130202","NECTIN2","poliovirus receptor-related 2 [Source:MGI Symbol;Acc:MGI:97822]","E15","Mid","Cell cycle","Cell cycle",1,63,1.809919,8.96146,1,0.363618527395905,1,0.677564927310697
"ENSMUSG00000032834","Pwp2","ENSG00000241945","PWP2","PWP2 periodic tryptophan protein homolog (yeast) [Source:MGI Symbol;Acc:MGI:1341200]","unchanged","Mid","Cell cycle","Cell cycle",6,28,0.558622,13.74001,0,0.159038304353417,1,0.639999595782943
"ENSMUSG00000062115","Rai1","ENSG00000108557","RAI1","retinoic acid induced 1 [Source:MGI Symbol;Acc:MGI:103291]","unchanged","Mid","Cell cycle","Cell cycle",63,1,0.4122142,8.834155,0,0.255734769279036,1,0.820544751988695
"ENSMUSG00000003226","Ranbp2","ENSG00000153201","RANBP2","RAN binding protein 2 [Source:MGI Symbol;Acc:MGI:894323]","unchanged","Mid","Cell cycle","Cell cycle",63,1,0.692527668818261,10.7290322774166,0,0.182346594837024,1,0.770538145528553
"ENSMUSG00000031453","Rasa3","ENSG00000185989","RASA3","RAS p21 protein activator 3 [Source:MGI Symbol;Acc:MGI:1197013]","P14_P56","Mid","Cell cycle","Cell cycle",28,1,1.122879,14.36652,0,0.250741743502905,1,0.784197939943432
"ENSMUSG00000021708","Rasgrf2","ENSG00000113319","RASGRF2","RAS protein-specific guanine nucleotide-releasing factor 2 [Source:MGI Symbol;Acc:MGI:109137]","unexpressed","Early","Cell cycle","Cell cycle",1,22,1.489895,5.009289,1,0.41736831403962,1,0.520171857105677
"ENSMUSG00000025907","Rb1cc1","ENSG00000023287","RB1CC1","RB1-inducible coiled-coil 1 [Source:MGI Symbol;Acc:MGI:1341850]","unchanged","Mid","Cell cycle","Cell cycle",19,1,0.6401958,13.22051,0,0.180561988505075,1,0.767624987101807
"ENSMUSG00000031586","Rbpms","ENSG00000157110","RBPMS","RNA binding protein gene with multiple splicing [Source:MGI Symbol;Acc:MGI:1334446]","P0_7","Mid","Cell cycle","Cell cycle",8,1,1.315726,6.509227,1,0.542252610688252,1,0.696690915173093
"ENSMUSG00000033589","Reep4","ENSG00000168476","REEP4","receptor accessory protein 4 [Source:MGI Symbol;Acc:MGI:1919799]","unchanged","Mid","Cell cycle","Cell cycle",19,1,0.7654509,10.05332,0,0.165896459327251,1,0.672842542961891
"ENSMUSG00000020806","Rhbdf2","ENSG00000129667","RHBDF2","rhomboid 5 homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2442473]","P14_P56","Mid","Cell cycle","Cell cycle",25,1,2.593107,17.24435,1,0.433041797314296,1,0.546147143499377
"ENSMUSG00000022075","Rhobtb2","ENSG00000008853","RHOBTB2","Rho-related BTB domain containing 2 [Source:MGI Symbol;Acc:MGI:2180557]","E15","Early","Cell cycle","Cell cycle",1,8,1.019322,5.408384,0,0.182066576765533,1,0.722654663420746
"ENSMUSG00000030494","Rhpn2","ENSG00000131941","RHPN2","rhophilin, Rho GTPase binding protein 2 [Source:MGI Symbol;Acc:MGI:1289234]","P14_P56","Mid","Cell cycle","Cell cycle",21,1,1.662035,9.186299,1,0.496494786897257,1,0.656209912341407
"ENSMUSG00000005251","Ripk4","ENSG00000183421","RIPK4","receptor-interacting serine-threonine kinase 4 [Source:MGI Symbol;Acc:MGI:1919638]","P14_P56","Mid","Cell cycle","Cell cycle",21,1,2.439897,7.60734,1,0.532830299077516,1,0.574081953272078
"ENSMUSG00000002222","Rmnd5a","ENSG00000153561","RMND5A","required for meiotic nuclear division 5 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915727]","P14_P56","Mid","Cell cycle","Cell cycle",63,1,2.05728293566149,16.5112047761335,0,0.192753773087101,1,0.771439883661348
"ENSMUSG00000022883","Robo1","ENSG00000169855","ROBO1","roundabout homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1274781]","E15","Mid","Cell cycle","Cell cycle",1,21,1.205565,10.10433,0,0.179415289693663,1,0.752658999755258
"ENSMUSG00000025794","Rpl14","ENSG00000188846","RPL14","ribosomal protein L14 [Source:MGI Symbol;Acc:MGI:1914365]","P0_7","Mid","Cell cycle","Cell cycle",6,25,1.247741,16.54644,0,0.165467709925258,1,0.717718146800478
"ENSMUSG00000039221","Rpl22l1","ENSG00000163584","RPL22L1","ribosomal protein L22 like 1 [Source:MGI Symbol;Acc:MGI:1915278]","P0_7","Mid","Cell cycle","Cell cycle",8,22,1.602837,13.62529,0,0.164272723509431,1,0.675722629036994
"ENSMUSG00000049950","Rpp38","ENSG00000152464","RPP38","ribonuclease P/MRP 38 subunit (human) [Source:MGI Symbol;Acc:MGI:2443607]","unchanged","Mid","Cell cycle","Cell cycle",1,28,1.092187,14.12313,0,0.144311472586986,1,0.65825477897117
"ENSMUSG00000027651","Rprd1b","ENSG00000101413","RPRD1B","regulation of nuclear pre-mRNA domain containing 1B [Source:MGI Symbol;Acc:MGI:1917720]","unchanged","Mid","Cell cycle","Cell cycle",1,28,0.7107865,9.195276,1,0.253070076789514,1,0.785409835893881
"ENSMUSG00000075334","Rprm","ENSG00000177519","RPRM","reprimo, TP53 dependent G2 arrest mediator candidate [Source:MGI Symbol;Acc:MGI:1915124]","E15","Mid","Cell cycle","Cell cycle",1,63,2.702726,7.571644,1,0.363867879191536,1,0.652050667510931
"ENSMUSG00000072872","Rybp","ENSG00000163602","RYBP","RING1 and YY1 binding protein [Source:MGI Symbol;Acc:MGI:1929059]","unchanged","Early","Cell cycle","Cell cycle",1,8,1.12241,4.941444,1,0.499998838773898,1,0.762199276155329
"ENSMUSG00000027547","Sall4","ENSG00000101115","SALL4","sal-like 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:2139360]","E15","Mid","Cell cycle","Cell cycle",1,14,4.1627,6.001591,1,0.668041814598786,1,0.671712969772966
"ENSMUSG00000029426","Scarb2","ENSG00000138760","SCARB2","scavenger receptor class B, member 2 [Source:MGI Symbol;Acc:MGI:1196458]","unchanged","Mid","Cell cycle","Cell cycle",63,1,0.7678014,8.871372,0,0.197386041446527,1,0.753627097296735
"ENSMUSG00000028780","Sema3c","ENSG00000075223","SEMA3C","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:MGI Symbol;Acc:MGI:107557]","unchanged","Mid","Cell cycle","Cell cycle",21,1,1.467768,17.5623,1,0.266338170143761,1,0.619086059165551
"ENSMUSG00000018398","Sept8","ENSG00000164402","SEPTIN8","septin 8 [Source:MGI Symbol;Acc:MGI:894310]","P14_P56","Mid","Cell cycle","Cell cycle",28,1,4.813826,16.94433,1,0.350366072718917,1,0.727454684256712
"ENSMUSG00000038384","Setd1b","ENSG00000139718","SETD1B","SET domain containing 1B [Source:MGI Symbol;Acc:MGI:2652820]","P14_P56","Mid","Cell cycle","Cell cycle",28,6,1.132211,15.13483,0,0.251212632051761,1,0.927207021482301
"ENSMUSG00000049327","Setd8","ENSG00000183955","KMT5A","SET domain containing (lysine methyltransferase) 8 [Source:MGI Symbol;Acc:MGI:1915206]","unchanged","Mid","Cell cycle","Cell cycle",14,21,0.4905979,17.80166,0,0.223042913613159,1,0.69754313983681
"ENSMUSG00000073468","Sft2d1","ENSG00000198818","SFT2D1","SFT2 domain containing 1 [Source:MGI Symbol;Acc:MGI:1918689]","unchanged","Mid","Cell cycle","Cell cycle",8,22,0.8616383,16.72588,0,0.165102358966025,1,0.635645050645243
"ENSMUSG00000033720","Sfxn5","ENSG00000144040","SFXN5","sideroflexin 5 [Source:MGI Symbol;Acc:MGI:2137681]","P14_P56","Mid","Cell cycle","Cell cycle",63,1,4.192075,6.543871,0,0.16052295333689,1,0.707857467164227
"ENSMUSG00000057719","Sh3rf2","ENSG00000156463","SH3RF2","SH3 domain containing ring finger 2 [Source:MGI Symbol;Acc:MGI:2444628]","unexpressed","Mid","Cell cycle","Cell cycle",21,1,3.63158,6.617429,0,0.144490536439263,0,0.256809668166009
