"ensembl_gene_id","mgi_symbol","hg_ensembl_gene_id","hgnc_symbol","description","max_cat","t50_cat","group_1","group_2","avg_max","avg_min","avg_fc","avg_t50","H3K27me3_bin","H3K27me3","H3K4me3_bin","H3K4me3"
"ENSMUSG00000039106","Htr5a","ENSG00000157219","HTR5A","5-hydroxytryptamine (serotonin) receptor 5A [Source:MGI Symbol;Acc:MGI:96283]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.13297,7.777066,1,0.379222968852861,0,0.414584020580019
"ENSMUSG00000041681","Iapp","ENSG00000121351","IAPP","islet amyloid polypeptide [Source:MGI Symbol;Acc:MGI:96382]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,19,3.045653,6.70866,0,0.0858027319989157,0,0.197058820411435
"ENSMUSG00000025950","Idh1","ENSG00000138413","IDH1","isocitrate dehydrogenase 1 (NADP+), soluble [Source:MGI Symbol;Acc:MGI:96413]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,4.299488,23.65666,0,0.191608145445951,1,0.727381802034613
"ENSMUSG00000030541","Idh2","ENSG00000182054","IDH2","isocitrate dehydrogenase 2 (NADP+), mitochondrial [Source:MGI Symbol;Acc:MGI:96414]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.345562,20.42246,0,0.216340458136576,1,0.734155835394703
"ENSMUSG00000060591","Ifitm2","ENSG00000142089","IFITM3","interferon induced transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1933382]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.601914,17.08281,0,0.165808008668606,1,0.521391898675192
"ENSMUSG00000029814","Igf2bp3","ENSG00000136231","IGF2BP3","insulin-like growth factor 2 mRNA binding protein 3 [Source:MGI Symbol;Acc:MGI:1890359]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,3.470758,15.06838,1,0.611768797370798,1,0.82874279227906
"ENSMUSG00000059203","Il1rapl2","ENSG00000189108","IL1RAPL2","interleukin 1 receptor accessory protein-like 2 [Source:MGI Symbol;Acc:MGI:1913106]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,5.260769,8.499244,1,0.410046301047313,1,0.530560628376517
"ENSMUSG00000034336","Ina","ENSG00000148798","INA","internexin neuronal intermediate filament protein, alpha [Source:MGI Symbol;Acc:MGI:96568]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.66925,5.819324,1,0.447844772172073,1,0.852635868740905
"ENSMUSG00000045440","Insm2","ENSG00000168348","INSM2","insulinoma-associated 2 [Source:MGI Symbol;Acc:MGI:1930787]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.2369,11.95726,1,0.498604345135913,1,0.735523428061569
"ENSMUSG00000051777","Iqcj","ENSG00000214216","IQCJ","IQ motif containing J [Source:MGI Symbol;Acc:MGI:3644166]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,22,4.72863,7.164212,0,0.175898283511298,0,0.3230758139754
"ENSMUSG00000021604","Irx4","ENSG00000113430","IRX4","Iroquois related homeobox 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:1355275]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,5.235283,7.584674,1,0.651090268848527,1,0.643579688857771
"ENSMUSG00000019139","Isyna1","ENSG00000105655","ISYNA1","myo-inositol 1-phosphate synthase A1 [Source:MGI Symbol;Acc:MGI:1919030]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.729652,14.97931,1,0.451422334516983,1,0.625714702454095
"ENSMUSG00000042604","Kcna4","ENSG00000182255","KCNA4","potassium voltage-gated channel, shaker-related subfamily, member 4 [Source:MGI Symbol;Acc:MGI:96661]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,3.103558,7.61716,0,0.140312209762153,1,0.573965399631591
"ENSMUSG00000051726","Kcnf1","ENSG00000162975","KCNF1","potassium voltage-gated channel, subfamily F, member 1 [Source:MGI Symbol;Acc:MGI:2687399]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,3.441267,6.667124,1,0.441098983049565,1,0.526495052287136
"ENSMUSG00000035355","Kcnh4","ENSG00000089558","KCNH4","potassium voltage-gated channel, subfamily H (eag-related), member 4 [Source:MGI Symbol;Acc:MGI:2156184]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,5.628295,7.743021,1,0.488250749711713,1,0.513993863940707
"ENSMUSG00000037610","Kcnmb2","ENSG00000197584","KCNMB2","potassium large conductance calcium-activated channel, subfamily M, beta member 2 [Source:MGI Symbol;Acc:MGI:1919663]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.150294,7.441721,1,0.35703454831249,1,0.535418523646087
"ENSMUSG00000002908","Kcnn1","ENSG00000105642","KCNN1","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1 [Source:MGI Symbol;Acc:MGI:1933993]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.409542,5.402378,1,0.512981154432739,1,0.707229631897898
"ENSMUSG00000022332","Khdrbs3","ENSG00000131773","KHDRBS3","KH domain containing, RNA binding, signal transduction associated 3 [Source:MGI Symbol;Acc:MGI:1313312]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,3.184812,19.6043,0,0.221837362677446,1,0.766981994685175
"ENSMUSG00000041642","Kif21b","ENSG00000116852","KIF21B","kinesin family member 21B [Source:MGI Symbol;Acc:MGI:109234]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,4.543307,22.68768,1,0.310614544996402,1,0.84883912940853
"ENSMUSG00000026494","Kif26b","ENSG00000162849","KIF26B","kinesin family member 26B [Source:MGI Symbol;Acc:MGI:2447076]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,8,2.156213,5.730127,1,0.492031667373212,1,0.773359060594935
"ENSMUSG00000032036","Kirrel3","ENSG00000149571","KIRREL3","kin of IRRE like 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:1914953]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,2.481362,5.740644,1,0.485634053728499,1,0.714690647682756
"ENSMUSG00000072294","Klf12","ENSG00000118922","KLF12","Kruppel-like factor 12 [Source:MGI Symbol;Acc:MGI:1333796]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.487164,21.86972,1,0.307038391315894,1,0.784444321772445
"ENSMUSG00000041649","Klf8","ENSG00000102349","KLF8","Kruppel-like factor 8 [Source:MGI Symbol;Acc:MGI:2442430]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.137578,22.21518,0,0.13091668150493,1,0.59299465071718
"ENSMUSG00000042115","Klhdc8a","ENSG00000162873","KLHDC8A","kelch domain containing 8A [Source:MGI Symbol;Acc:MGI:2442630]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.076259,24.39078,1,0.4016345452754,1,0.643829006671467
"ENSMUSG00000022076","Klhl1","ENSG00000150361","KLHL1","kelch-like 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:2136335]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,3.000758,8.348507,0,0.196927375684853,1,0.61808192726964
"ENSMUSG00000042514","Klhl14","ENSG00000197705","KLHL14","kelch-like 14 (Drosophila) [Source:MGI Symbol;Acc:MGI:1921249]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.237829,7.368239,1,0.523357467220589,1,0.657670790317002
"ENSMUSG00000020911","Krt19","ENSG00000171345","KRT19","keratin 19 [Source:MGI Symbol;Acc:MGI:96693]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,4.980995,6.176518,1,0.520749837630462,0,0.331441189335234
"ENSMUSG00000051879","Krt71","ENSG00000139648","KRT71","keratin 71 [Source:MGI Symbol;Acc:MGI:1861586]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,4.167512,6.043973,1,0.229283718104706,0,0.314428061227093
"ENSMUSG00000056605","Krt72-ps","ENSG00000170486","KRT72","keratin 72, pseudogene [Source:MGI Symbol;Acc:MGI:2146034]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,5.220306,6.196248,0,0.162461953467619,0,0.320259520866324
"ENSMUSG00000063661","Krt73","ENSG00000186049","KRT73","keratin 73 [Source:MGI Symbol;Acc:MGI:3607712]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,6.47721,7.592119,1,0.257642333289652,0,0.338652867943414
"ENSMUSG00000067594","Krt77","ENSG00000189182","KRT77","keratin 77 [Source:MGI Symbol;Acc:MGI:3588209]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,2.794166,7.276495,1,0.28927359918562,0,0.269864757120751
"ENSMUSG00000024063","Lbh","ENSG00000213626","LBH","limb-bud and heart [Source:MGI Symbol;Acc:MGI:1925139]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.291542,21.52568,0,0.214323500563244,1,0.767675038765482
"ENSMUSG00000000409","Lck","ENSG00000182866","LCK","lymphocyte protein tyrosine kinase [Source:MGI Symbol;Acc:MGI:96756]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,19,2.156669,6.60336,1,0.390294593634597,1,0.588715898649941
"ENSMUSG00000026354","Lct","ENSG00000115850","LCT","lactase [Source:MGI Symbol;Acc:MGI:104576]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.423217,8.77071,0,0.106938406619259,0,0.272049135357417
"ENSMUSG00000053522","Lgals7","ENSG00000178934","LGALS7B","lectin, galactose binding, soluble 7 [Source:MGI Symbol;Acc:MGI:1316742]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,22,4.043834,5.766712,1,0.244484781776492,0,0.23124533403007
"ENSMUSG00000026468","Lhx4","ENSG00000121454","LHX4","LIM homeobox protein 4 [Source:MGI Symbol;Acc:MGI:101776]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.340059,7.286403,1,0.770683974785679,1,0.71164917791474
"ENSMUSG00000063804","Lin28b","ENSG00000187772","LIN28B","lin-28 homolog B (C. elegans) [Source:MGI Symbol;Acc:MGI:3584032]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.594527,9.962054,1,0.690892237951546,1,0.642147063297309
"ENSMUSG00000047786","Lix1","ENSG00000145721","LIX1","limb expression 1 homolog (chicken) [Source:MGI Symbol;Acc:MGI:1913893]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,3.236083,18.79037,0,0.113349909620818,1,0.472344954310896
"ENSMUSG00000036111","Lmo1","ENSG00000166407","LMO1","LIM domain only 1 [Source:MGI Symbol;Acc:MGI:102812]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.422177,6.224323,1,0.491390547779823,1,0.640331021857432
"ENSMUSG00000030226","Lmo3","ENSG00000048540","LMO3","LIM domain only 3 [Source:MGI Symbol;Acc:MGI:102810]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,4.224416,8.325491,1,0.291503248881394,1,0.608278986055412
"ENSMUSG00000038765","Lmx1b","ENSG00000136944","LMX1B","LIM homeobox transcription factor 1 beta [Source:MGI Symbol;Acc:MGI:1100513]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,3.377943,8.995809,1,0.791689495990468,1,0.703092804414018
"ENSMUSG00000031290","Lrch2","ENSG00000130224","LRCH2","leucine-rich repeats and calponin homology (CH) domain containing 2 [Source:MGI Symbol;Acc:MGI:2147870]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.06858,24.08568,0,0.218851156190424,1,0.65474812242916
"ENSMUSG00000040490","Lrfn2","ENSG00000156564","LRFN2","leucine rich repeat and fibronectin type III domain containing 2 [Source:MGI Symbol;Acc:MGI:1917780]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,2.512594,9.093261,1,0.388467092435108,1,0.623489919880316
"ENSMUSG00000015980","Lrrc27","ENSG00000148814","LRRC27","leucine rich repeat containing 27 [Source:MGI Symbol;Acc:MGI:1923862]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.09204765487294,5.63405841317016,0,0.206914596683114,1,0.596119867697337
"ENSMUSG00000052581","Lrrtm4","ENSG00000176204","LRRTM4","leucine rich repeat transmembrane neuronal 4 [Source:MGI Symbol;Acc:MGI:2389180]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.072441,18.4071,0,0.15320649207993,1,0.643160310847028
"ENSMUSG00000022577","Ly6h","ENSG00000176956","LY6H","lymphocyte antigen 6 complex, locus H [Source:MGI Symbol;Acc:MGI:1346030]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,3.926104,6.268831,1,0.46768477614542,1,0.69816338167688
"ENSMUSG00000026765","Lypd6b","ENSG00000150556","LYPD6B","LY6/PLAUR domain containing 6B [Source:MGI Symbol;Acc:MGI:1919147]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,3.152389,5.705339,1,0.433304144750666,1,0.613355712725793
"ENSMUSG00000045854","Lyrm2","ENSG00000083099","LYRM2","LYR motif containing 2 [Source:MGI Symbol;Acc:MGI:1917573]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.1993,19.99687,0,0.202887389641469,1,0.6873667482631
"ENSMUSG00000036306","Lzts1","ENSG00000061337","LZTS1","leucine zipper, putative tumor suppressor 1 [Source:MGI Symbol;Acc:MGI:2684762]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,3.044063,27.88218,0,0.175891440993951,0,0.352057238874847
"ENSMUSG00000057777","Mab21l2","ENSG00000181541","MAB21L2","mab-21-like 2 (C. elegans) [Source:MGI Symbol;Acc:MGI:1346022]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.824253,10.37553,1,0.488931094963781,1,0.789527290073036
"ENSMUSG00000029003","Mad2l2","ENSG00000116670","MAD2L2","MAD2 mitotic arrest deficient-like 2 (yeast) [Source:MGI Symbol;Acc:MGI:1919140]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.981846,22.39236,0,0.156845356254876,1,0.683401940764417
"ENSMUSG00000047591","Mafa","ENSG00000182759","MAFA","v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian) [Source:MGI Symbol;Acc:MGI:2673307]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,4.847877,6.299988,1,0.597667481206131,1,0.675673257217245
"ENSMUSG00000025268","Maged2","ENSG00000102316","MAGED2","melanoma antigen, family D, 2 [Source:MGI Symbol;Acc:MGI:1933391]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.847465,19.58992,0,0.242110321616496,1,0.594615439290106
"ENSMUSG00000056972","Magel2","ENSG00000254585","MAGEL2","melanoma antigen, family L, 2 [Source:MGI Symbol;Acc:MGI:1351648]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.304647,7.196408,0,0.214514859993574,1,0.542943395577225
"ENSMUSG00000024479","Mal2","ENSG00000147676","MAL2","mal, T cell differentiation protein 2 [Source:MGI Symbol;Acc:MGI:2146021]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.613452,27.37362,1,0.415488261665852,1,0.576431291286136
"ENSMUSG00000063065","Mapk3","ENSG00000102882","MAPK3","mitogen-activated protein kinase 3 [Source:MGI Symbol;Acc:MGI:1346859]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,8,2.067153,4.982155,0,0.212616105442091,1,0.695487743128354
"ENSMUSG00000032577","Mapkapk3","ENSG00000114738","MAPKAPK3","mitogen-activated protein kinase-activated protein kinase 3 [Source:MGI Symbol;Acc:MGI:2143163]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,3.443476,6.523457,1,0.345733099634183,1,0.470836018336886
"ENSMUSG00000027479","Mapre1","ENSG00000101367","MAPRE1","microtubule-associated protein, RP/EB family, member 1 [Source:MGI Symbol;Acc:MGI:891995]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.775858,24.48551,0,0.197127997751892,1,0.732885917899136
"ENSMUSG00000039372","March4","ENSG00000144583","MARCHF4","membrane-associated ring finger (C3HC4) 4 [Source:MGI Symbol;Acc:MGI:2683550]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,3.291215,23.18685,1,0.36077403722705,1,0.776988576219616
"ENSMUSG00000047945","Marcksl1","ENSG00000175130","MARCKSL1","MARCKS-like 1 [Source:MGI Symbol;Acc:MGI:97143]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,6.49606,27.36884,0,0.259720539535053,1,0.822865039195181
"ENSMUSG00000036853","Mcoln3","ENSG00000055732","MCOLN3","mucolipin 3 [Source:MGI Symbol;Acc:MGI:1890500]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,4.278291,6.856608,1,0.235075151142908,0,0.294536880066539
"ENSMUSG00000027239","Mdk","ENSG00000110492","MDK","midkine [Source:MGI Symbol;Acc:MGI:96949]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,3.107718,15.58226,1,0.29757836074698,1,0.66173090702973
"ENSMUSG00000032418","Me1","ENSG00000065833","ME1","malic enzyme 1, NADP(+)-dependent, cytosolic [Source:MGI Symbol;Acc:MGI:97043]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.184155,22.1453,1,0.32998226430885,1,0.63438133209892
"ENSMUSG00000022109","Med4","ENSG00000136146","MED4","mediator of RNA polymerase II transcription, subunit 4 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1914631]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,3.024568,22.31504,0,0.16392743115585,1,0.651915453927584
"ENSMUSG00000060572","Mfap2","ENSG00000117122","MFAP2","microfibrillar-associated protein 2 [Source:MGI Symbol;Acc:MGI:99559]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,3.588128,7.893183,1,0.496788603481,1,0.599114134859718
"ENSMUSG00000018169","Mfng","ENSG00000100060","MFNG","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:1095404]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,3.22116052300095,15.2726986117005,0,0.223043452249809,1,0.554940011836875
"ENSMUSG00000035621","Midn","ENSG00000167470","MIDN","midnolin [Source:MGI Symbol;Acc:MGI:1890222]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.111703,22.75948,1,0.300860315864275,1,0.928369346672082
"ENSMUSG00000093073","Mir124a-2","ENSG00000207816","MIR124-2",NA,"E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.08154,7.650533,1,0.464808847096399,1,0.763889160237469
"ENSMUSG00000070527","Mkrn3","ENSG00000179455","MKRN3","makorin, ring finger protein, 3 [Source:MGI Symbol;Acc:MGI:2181178]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.127917,16.30124,1,0.320792291694238,1,0.729912778473982
"ENSMUSG00000053192","Mllt11","ENSG00000213190","MLLT11","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11 [Source:MGI Symbol;Acc:MGI:1929671]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.08955,5.692475,0,0.198376028785308,1,0.817584196648976
"ENSMUSG00000003948","Mmd","ENSG00000108960","MMD","monocyte to macrophage differentiation-associated [Source:MGI Symbol;Acc:MGI:1914718]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.332953,8.328455,0,0.222351663369341,1,0.710645287222402
"ENSMUSG00000049670","Morn4","ENSG00000171160","MORN4","MORN repeat containing 4 [Source:MGI Symbol;Acc:MGI:2449568]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.922929,21.40682,0,0.207957423860696,1,0.654729398155578
"ENSMUSG00000016386","Mpped2","ENSG00000066382","MPPED2","metallophosphoesterase domain containing 2 [Source:MGI Symbol;Acc:MGI:1924265]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.180525,8.285006,1,0.366808512894088,1,0.822570087698231
"ENSMUSG00000025930","Msc","ENSG00000178860","MSC","musculin [Source:MGI Symbol;Acc:MGI:1333884]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,2.056047,6.038535,1,0.408585276569261,1,0.629807603511623
"ENSMUSG00000054256","Msi1","ENSG00000135097","MSI1","Musashi homolog 1(Drosophila) [Source:MGI Symbol;Acc:MGI:107376]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.149063,22.31262,1,0.332154937613368,1,0.839329332172344
"ENSMUSG00000052727","Mtap1b","ENSG00000131711","MAP1B","microtubule-associated protein 1B [Source:MGI Symbol;Acc:MGI:1306778]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.224943,10.33937,1,0.375288272661638,1,0.865994827023407
"ENSMUSG00000027099","Mtx2","ENSG00000128654","MTX2","metaxin 2 [Source:MGI Symbol;Acc:MGI:1859652]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.063143,19.8219,0,0.173310635045085,1,0.677797976393468
"ENSMUSG00000038982","Muted","ENSG00000188428","BLOC1S5","muted [Source:MGI Symbol;Acc:MGI:2178598]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.16144,19.39493,0,0.191122599693464,1,0.685508569783237
"ENSMUSG00000022346","Myc","ENSG00000136997","MYC","myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.220091,19.41508,1,0.297052129805556,1,0.825122946169748
"ENSMUSG00000028654","Mycl1","ENSG00000116990","MYCL","v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian) [Source:MGI Symbol;Acc:MGI:96799]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.881767,18.99651,1,0.25485641349984,1,0.829669145393162
"ENSMUSG00000035923","Myf6","ENSG00000111046","MYF6","myogenic factor 6 [Source:MGI Symbol;Acc:MGI:97253]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,5.517876,5.746645,0,0.132922134879269,0,0.292666066349176
"ENSMUSG00000053093","Myh7","ENSG00000092054","MYH7","myosin, heavy polypeptide 7, cardiac muscle, beta [Source:MGI Symbol;Acc:MGI:2155600]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,14,2.815142,7.39889,0,0.113784218344279,0,0.277712261971282
"ENSMUSG00000055775","Myh8","ENSG00000133020","MYH8","myosin, heavy polypeptide 8, skeletal muscle, perinatal [Source:MGI Symbol;Acc:MGI:1339712]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,7.127366,7.850494,1,0.228414142444238,0,0.330701008893181
"ENSMUSG00000028334","Nans","ENSG00000095380","NANS","N-acetylneuraminic acid synthase (sialic acid synthase) [Source:MGI Symbol;Acc:MGI:2149820]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.516488,17.11146,0,0.160921879781886,1,0.65006673224093
"ENSMUSG00000027971","Ndst4","ENSG00000138653","NDST4","N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4 [Source:MGI Symbol;Acc:MGI:1932545]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.727409,19.47941,0,0.114833577165178,1,0.640762724754723
"ENSMUSG00000028648","Ndufs5","ENSG00000168653","NDUFS5","NADH dehydrogenase (ubiquinone) Fe-S protein 5 [Source:MGI Symbol;Acc:MGI:1890889]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,8,2.772778,4.882023,0,0.130767824568988,1,0.623219431792049
"ENSMUSG00000022054","Nefm",NA,NA,"neurofilament, medium polypeptide [Source:MGI Symbol;Acc:MGI:97314]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,19,3.119707,9.047382,1,0.394876079422224,1,0.770312003909283
"ENSMUSG00000050321","Neto1","ENSG00000166342","NETO1","neuropilin (NRP) and tolloid (TLL)-like 1 [Source:MGI Symbol;Acc:MGI:2180216]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.238376,15.62906,1,0.348885926608375,1,0.682721660397792
"ENSMUSG00000037984","Neurod6","ENSG00000164600","NEUROD6","neurogenic differentiation 6 [Source:MGI Symbol;Acc:MGI:106593]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,4.65477,18.26324,0,0.187478704599282,1,0.637168515463006
"ENSMUSG00000090113","Nhlrc4","ENSG00000257108","NHLRC4","NHL repeat containing 4 [Source:MGI Symbol;Acc:MGI:3687200]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,21,4.423745,7.906715,0,0.170918177705297,0,0.327719718503303
"ENSMUSG00000034285","Nipsnap1","ENSG00000184117","NIPSNAP1","4-nitrophenylphosphatase domain and non-neuronal SNAP25-like protein homolog 1 (C. elegans) [Source:MGI Symbol;Acc:MGI:1278344]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.353501,8.048195,0,0.20035516436974,1,0.644045848682727
"ENSMUSG00000031661","Nkd1","ENSG00000140807","NKD1","naked cuticle 1 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:2135954]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,3.598988,26.54532,1,0.273737358440474,1,0.828825154906794
"ENSMUSG00000021567","Nkd2","ENSG00000145506","NKD2","naked cuticle 2 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1919543]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.453648,6.980905,1,0.444500547049313,1,0.58784555118076
"ENSMUSG00000017837","Nkiras2","ENSG00000168256","NKIRAS2","NFKB inhibitor interacting Ras-like protein 2 [Source:MGI Symbol;Acc:MGI:1919216]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.834223,21.57659,0,0.192946116290478,1,0.74998006901871
"ENSMUSG00000063445","Nmral1","ENSG00000153406","NMRAL1","NmrA-like family domain containing 1 [Source:MGI Symbol;Acc:MGI:1915074]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.169994,17.65254,0,0.184862140337805,1,0.675029634803014
"ENSMUSG00000067786","Nnat",NA,NA,"neuronatin [Source:MGI Symbol;Acc:MGI:104716]","E15","Mid","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,5.798743,12.4057,1,0.290187060563367,1,0.742970569620682
"ENSMUSG00000014776","Nol3","ENSG00000140939","NOL3","nucleolar protein 3 (apoptosis repressor with CARD domain) [Source:MGI Symbol;Acc:MGI:1925938]","E15","Early","Dynically expressed in granule neuron lineage",">2 log2FC",1,25,2.14135240646353,5.31686358689005,1,0.534454293329124,1,0.56453091948758
"ENSMUSG00000057113","Npm1",NA,NA,"nucleophosmin 1 [Source:MGI Symbol;Acc:MGI:106184]","E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,28,2.061456,19.10172,0,0.212917386462032,1,0.764649985277031
"ENSMUSG00000081669","Npm3-ps1",NA,NA,NA,"E15","Late","Dynically expressed in granule neuron lineage",">2 log2FC",1,63,2.754016,22.03465,0,0.207437558828053,0,0.2410926007277
